{NN_}{VBD_}	sup=81
{NNS_}{NNS_}{JJ_}	sup=9
{NNS_}{VBD_}{JJ_}	sup=9
{NNS_}{IN_}{NN_}	sup=9
{NNS_ pirate}	sup=9
{JJ_}{NN_}{VBD_}{NN_}	sup=9
{JJ_}{VBN_}	sup=9
{JJ_}{VBG_}	sup=9
{JJ_}{lose}	sup=9
{JJ_ last}	sup=9
{JJ_ black}{NN_}	sup=9
{JJ_ dead}	sup=9
{VBD_}{RB_}	sup=9
{VBD_ lose}	sup=9
{IN_ like}	sup=9
{time}{VB_}	sup=9
{treasure}{NN_}	sup=9
{kill}	sup=9
{VB_}{NNS_}{VBP_}	sup=9
{VB_}{JJ_}{VBD_}	sup=9
{VB_ get}	sup=9
{gold}	sup=9
{VBN_}{NN_}{JJ_}	sup=9
{VBN_}{NN_ sail}	sup=9
{god}	sup=9
{MD_}{VB_ go}	sup=9
{MD_}{RB_}	sup=9
{MD_ could}{VB_}	sup=9
{MD_ would}	sup=9
{VBZ_}{VB_}{NN_}	sup=9
{stand}{NN_}	sup=9
{set}{NN_ sail}	sup=9
{search}	sup=9
{get}{drunk}	sup=9
{barrel}{NN_}	sup=9
{lead}{us PP_}	sup=9
{crew}	sup=9
{tankard}{NN_ ale}	sup=9
{UH_ hi}{UH_ hi}{VBZ_ ho}{UH_ hi}{UH_ hi}{UH_ hey}	sup=9
{NN_}{JJ_}	sup=89
{NN_}{NN_ night}	sup=10
{NN_}{NN_ sky}	sup=10
{NN_}{NN_ huntmaster}	sup=10
{NN_}{NNS_ sea}	sup=10
{NN_}{VBD_}{NN_}{NN_}	sup=10
{NN_}{VBN_}{NN_}	sup=10
{NN_}{foe}	sup=10
{NN_}{know}	sup=10
{NN_ ride}	sup=10
{NN_ ship}	sup=10
{NN_ man}	sup=10
{NNS_}{NN_ sea}	sup=10
{NNS_}{JJ_}{NNS_}	sup=10
{NNS_}{VBD_}{NNS_}	sup=10
{NNS_}{VBG_}	sup=10
{NNS_ wench}	sup=10
{JJ_}{NN_}{NNS_}	sup=10
{JJ_}{VB_}	sup=10
{JJ_ black}	sup=10
{come}{VB_}	sup=10
{VB_}{NN_}{JJ_}	sup=10
{VB_}{NN_}{VB_}	sup=10
{VB_}{NNS_}{NN_}	sup=10
{VBN_}{NN_}{NN_}{NN_}	sup=10
{must MD_}{VB_}	sup=10
{go}{NN_}	sup=10
{CD_}{NN_}{NN_}	sup=10
{last}	sup=10
{cannon}	sup=10
{sail}{NNS_}	sup=10
{know}{NN_}	sup=10
{VBZ_}{NNS_}	sup=10
{us PP_}{NN_}	sup=10
{fear}	sup=10
{life}	sup=10
{get}{NN_}	sup=10
{get}{JJ_}	sup=10
{lose}	sup=10
{drunk}	sup=10
{barrel}	sup=10
{d SYM_}	sup=10
{tale}	sup=10
{captain NN_}{NN_}	sup=11
{NN_}{NN_ die}	sup=11
{NN_}{VBD_}{NNS_}	sup=11
{NN_}{IN_}	sup=11
{NN_}{land}	sup=11
{NN_}{see}	sup=11
{NN_ death}	sup=11
{NN_ curse}	sup=11
{NNS_}{VBP_}{NNS_}	sup=11
{NNS_}{VBP_}{JJ_}	sup=11
{NNS_ year}	sup=11
{NNS_ man}	sup=11
{JJ_}{NN_ sea}	sup=11
{JJ_}{NNS_}{VBP_}	sup=11
{JJ_ many}{NNS_}	sup=11
{come VB_}{NN_}	sup=11
{VBD_}{sea}	sup=11
{VB_}{NN_}{NN_}{NN_}	sup=11
{VB_}{VB_}{JJ_}{NNS_}	sup=11
{VB_}{VBP_}	sup=11
{back RB_}{VB_}	sup=11
{RB_}{NN_}{NN_}	sup=11
{MD_ could}	sup=11
{lead}	sup=11
{hand}	sup=11
{d}	sup=11
{ho}	sup=11
{ol}	sup=11
{show}	sup=11
{NN_}{NN_}{VB_}	sup=12
{NN_}{NN_}{VBP_}	sup=12
{NN_}{NN_ ale}	sup=12
{NN_}{NNS_}{NN_}{NN_}	sup=12
{NN_}{JJ_}{NN_}{NN_}	sup=12
{NN_}{die}	sup=12
{NN_}{end}	sup=12
{NN_ friend}	sup=12
{NN_ night}	sup=12
{NN_ sky}	sup=12
{NNS_}{IN_}	sup=12
{NNS_}{go}	sup=12
{JJ_}{NN_}{JJ_}	sup=12
{JJ_}{VBD_}{NN_}	sup=12
{VBN_}{VB_}	sup=12
{pirate}{NN_}	sup=12
{VBP_}{RB_}{VB_}	sup=12
{CD_}{NNS_}	sup=12
{PP_ one}{VBP_ drink}{JJ_ sunk}{NN_ n}{NN_ norwegian}	sup=12
{say}	sup=12
{raise}{NN_}{NN_}	sup=12
{wench}	sup=12
{UH_ hey}{UH_ hey}	sup=12
{captain NN_}	sup=13
{NN_}{NNS_}{VBD_}	sup=13
{NN_}{NNS_}{VBP_}	sup=13
{NN_}{VBP_}{NN_}	sup=13
{NN_ time}{NN_}	sup=13
{NN_ treasure}	sup=13
{NN_ fight}	sup=13
{NN_ drink}	sup=13
{NNS_}{NNS_}{NN_}	sup=13
{NNS_}{MD_}{VB_}	sup=13
{JJ_ old}	sup=13
{come VB_}	sup=13
{DT_}{NN_}	sup=13
{VB_}{VB_}{NNS_}	sup=13
{VB_ go}	sup=13
{VB_ take}	sup=13
{RB_}{JJ_}	sup=13
{RB_}{VB_}{NN_}	sup=13
{year}	sup=13
{ship}	sup=13
{VBG_}{JJ_}	sup=13
{PP_}{VBP_}{JJ_}{NN_}	sup=13
{dead}	sup=13
{set}{NN_}	sup=13
{make}	sup=13
{night}	sup=13
{see}{NN_}	sup=13
{one}{VBP_}	sup=13
{sky}	sup=13
{drink}{JJ_}{NN_}	sup=13
{captain}	sup=14
{NN_}{NN_}{JJ_}{NN_}	sup=14
{NN_ end}	sup=14
{NN_ n}{NN_}	sup=14
{NN_ n}{norwegian}	sup=14
{NNS_}{VBD_}{NN_}	sup=14
{land}	sup=14
{VBN_}{NN_}{NNS_}	sup=14
{RB_}{VBN_}	sup=14
{CD_ one}{NN_}	sup=14
{VBZ_}{VB_}	sup=14
{PP_}{VBP_}{NN_}	sup=14
{PP_ one}	sup=14
{raise}{NN_}	sup=14
{battle}	sup=14
{one}{JJ_}{NN_}{NN_}	sup=14
{tell}	sup=14
{drink}{NN_}{NN_}	sup=14
{NN_}{come}{NN_}	sup=15
{NN_}{MD_}{VB_}	sup=15
{NN_}{VBZ_}{NN_}	sup=15
{NN_ quest}	sup=15
{NN_ day}	sup=15
{NN_ sail}	sup=15
{NNS_}{sea}	sup=15
{NNS_}{MD_}	sup=15
{JJ_}{RB_}	sup=15
{VBD_}{NN_}{NN_}	sup=15
{VBD_}{JJ_}{NN_}	sup=15
{treasure}	sup=15
{VB_}{VB_}{JJ_}	sup=15
{MD_}{VB_}{NN_}	sup=15
{ride}	sup=15
{take}{NN_}	sup=15
{sail}{NN_}	sup=15
{get}	sup=15
{friend}	sup=15
{raise}	sup=15
{one}{JJ_}{NN_}	sup=15
{NN_ destiny}	sup=16
{NN_ fate}	sup=16
{JJ_ many}	sup=16
{VB_}{RB_}	sup=16
{VBP_}{RB_}	sup=16
{fight}	sup=16
{one}{JJ_}	sup=16
{NN_}{MD_}	sup=17
{NN_}{VBG_}	sup=17
{NN_ die}	sup=17
{JJ_}{NN_}{NN_}{NN_}	sup=17
{JJ_}{VBP_}	sup=17
{VB_}{NN_}{NNS_}	sup=17
{VB_}{VB_}{NN_}	sup=17
{MD_}{NN_}	sup=17
{VBG_}{NNS_}	sup=17
{many}	sup=17
{PP_}{JJ_}	sup=17
{PP_}{VBP_}	sup=17
{end}	sup=17
{see}	sup=17
{NN_}{JJ_}{NNS_}	sup=18
{NN_}{VB_}{NN_}	sup=18
{JJ_}{NNS_}{VBD_}	sup=18
{VBD_}{VB_}	sup=18
{pirate}	sup=18
{VBP_}{VB_}	sup=18
{back RB_}{NN_}	sup=18
{us PP_}	sup=18
{stand}	sup=18
{one}{drink}{NN_}	sup=18
{NN_}{sea}	sup=19
{JJ_}{sea}	sup=19
{CD_}{NN_}	sup=19
{day}	sup=19
{NN_ time}	sup=20
{JJ_}{NN_}{VBD_}	sup=20
{quest}	sup=20
{know}	sup=20
{VBZ_}{NN_}{NN_}	sup=20
{one}{NN_}{NN_}	sup=20
{NNS_}{VB_}	sup=21
{NNS_}{RB_}	sup=21
{VB_}{JJ_}{NNS_}	sup=21
{VBP_}{NN_}{NN_}	sup=21
{back RB_}	sup=21
{man}	sup=21
{drink}{NN_}	sup=21
{UH_}{UH_ hey}	sup=21
{NN_}{NN_}{VBD_}	sup=22
{NNS_}{VBN_}	sup=22
{NNS_ sea}	sup=22
{VBD_}{NNS_}	sup=22
{VBP_}{NNS_}	sup=22
{take}	sup=22
{VBG_}{NN_}{NN_}	sup=22
{PP_}{NN_}	sup=22
{UH_ hey}	sup=22
{RB_}	sup=102
{NN_}{NN_}{JJ_}	sup=23
{NN_ sea}	sup=23
{NNS_}{JJ_}{NN_}	sup=23
{NNS_}{VBP_}{NN_}	sup=23
{JJ_}{NNS_}{NN_}	sup=23
{VBD_}{JJ_}	sup=23
{IN_}{NN_}	sup=23
{time}	sup=23
{VBN_}{JJ_}{NN_}	sup=23
{VBN_}{VBD_}	sup=23
{VBP_}{JJ_}{NN_}	sup=24
{die}	sup=24
{come}{NN_}	sup=25
{CD_}	sup=25
{NN_}{VBZ_}	sup=26
{JJ_}{JJ_}{NN_}	sup=26
{one}{NN_}	sup=26
{drink}	sup=26
{NN_}{VBN_}	sup=27
{VB_}{JJ_}{NN_}	sup=28
{go}	sup=28
{sail}	sup=28
{one}	sup=28
{UH_}	sup=28
{NN_}{come}	sup=29
{IN_}	sup=29
{VB_}{NN_}	sup=108
{NN_}{NNS_}{NN_}	sup=31
{VBN_}{JJ_}	sup=31
{NN_}{NN_}{NNS_}	sup=32
{VBN_}{NNS_}	sup=32
{PP_}	sup=32
{VBP_}{JJ_}	sup=33
{RB_}{VB_}	sup=34
{NN_}{VBD_}{NN_}	sup=35
{NNS_}{NN_}{NN_}	sup=36
{JJ_}{JJ_}	sup=36
{VBN_}{NN_}{NN_}	sup=36
{VBZ_}{NN_}	sup=36
{JJ_}{VBD_}	sup=37
{NN_}{VBP_}	sup=38
{RB_}{NN_}	sup=38
{VBP_}	sup=117
{VB_}{NN_}{NN_}	sup=39
{VB_}{VB_}	sup=39
{MD_}{VB_}	sup=40
{NN_}{NN_}{NN_}{NN_}	sup=41
{come}	sup=41
{VB_}	sup=199
{sea}	sup=45
{JJ_}{NN_}	sup=203
{NN_}	sup=677
{NNS_}{NN_}	sup=124
{NN_}{JJ_}{NN_}	sup=46
{NN_}{NNS_}	sup=126
{VB_}{NNS_}	sup=47
{MD_}	sup=47
{NN_}{NN_}	sup=364
{NN_}{RB_}	sup=48
{NNS_}{JJ_}	sup=49
{NNS_}{NNS_}	sup=51
{NNS_}{VBD_}	sup=52
{VB_}{JJ_}	sup=52
{VBG_}{NN_}	sup=52
{NN_}{VB_}	sup=57
{VBP_}{NN_}	sup=57
{VBN_}	sup=136
{NNS_}{VBP_}	sup=59
{JJ_}	sup=296
{NN_}{NN_}{NN_}	sup=138
{VBZ_}	sup=61
{VBD_}{NN_}	sup=65
{VBD_}	sup=151
{VBG_}	sup=74
{JJ_}{NNS_}	sup=77
{NNS_}	sup=315
{VBN_}{NN_}	sup=78

